NOUN,NOUN_LEMMA,DERIV_TYPE,GENDER,VERB,VERB_LEMMA,TYPE_ONTO,TYPE_REL,EXAMPLE_N,EXAMPLE_V,V_TRANS,V_DYN,V_DUR,V_TEL,V_POST_PHASE,V_ROL_SUBJ,V_ROL_OBJ,V_ROL_OBQ,N_DYN,N_DUR,N_TEL,N_POST_PHASE,N_ROL_ARG1,N_ROL_ARG2,N_ROL_ARG3,PLURALIA_TANTUM
ceinturage_3,ceinturage,age,m,ceinturer_2,ceinturer,evt,tsp,"Et si le nouveau dress code fétiche de celle qui passa sa scolarité à l'Institut de l'Assomption ne flatte pas systématiquement sa silhouette (le ceinturage des manteaux un brin épais s'avérant quelque peu périlleux - voir ici et là), on n'hésitera pas pour autant à s'inspirer de sa démarche visant à penser ses basics autrement.","Ceinturer son manteau est déjà un bel exercice de style, nul besoin de jouer la surenchère en optant pour des ceintures bariolées.",y,y,y,y,n,agt,ben,na,y,y,y,n,ben,agt,na,n
ceinturage_4,ceinturage,age,m,ceinturer_2,ceinturer,art,ins,Elles sont louées avec un ceinturage en satin ou organza en fonction des couleurs.,"Ceinturer son manteau est déjà un bel exercice de style, nul besoin de jouer la surenchère en optant pour des ceintures bariolées.",y,y,y,y,n,agt,ben,na,na,na,na,na,na,na,na,n
ceinturage_5,ceinturage,age,m,ceinturer_3,ceinturer,evt,tsp,"Le long de la ligne côté gauche, Messi est entouré d'Emerson et de Barella mais obtient la faute à cause d'un ceinturage du joueur de l'Inter.","En effet, ceinturer le Brésilien pendant plusieurs secondes n'est pas synonyme de carton jaune en France.",y,y,y,n,n,agt,ben,na,y,y,n,n,ben,agt,na,n
ceinturette_1,ceinturette,ette,f,ceinturer_2,ceinturer,art,ins,Retrouvez aussi un pantalon à rayures marron et grises que vous ajusterez à l'aide d'une ceinturette rouge en tissu à nouer autour de la taille.,"Ceinturer son manteau est déjà un bel exercice de style, nul besoin de jouer la surenchère en optant pour des ceintures bariolées.",y,y,y,y,n,agt,ben,na,na,na,na,na,na,na,na,n
ceinturon_1,ceinturon,on,m,ceinturer_2,ceinturer,art,ins,"Son képi à visière carrée, son ceinturon, son dolman noir et son pantalon bleu, à passepoil jonquille, provoquaient dans la rue une grandissante curiosité.","Ceinturer son manteau est déjà un bel exercice de style, nul besoin de jouer la surenchère en optant pour des ceintures bariolées.",y,y,y,y,n,agt,ben,na,na,na,na,na,na,na,na,n
centrifugation_1,centrifugation,ion,f,centrifuger_1,centrifuger,evt,tsp,Il est recommandé de procéder à la centrifugation le plus vite possible après le prélèvement.,Les chercheurs ont centrifugé les unités irradiées ou ont laissé leur contenu se poser de façon naturelle.,y,y,y,y,n,cau,pat,na,y,y,y,n,pat,cau,na,n
centrifugeage_1,centrifugeage,age,m,centrifuger_1,centrifuger,evt,tsp,On exploite la différence de densité pour séparer la crème du lait maigre par centrifugeage.,Les chercheurs ont centrifugé les unités irradiées ou ont laissé leur contenu se poser de façon naturelle.,y,y,y,y,n,cau,pat,na,y,y,y,n,pat,cau,na,n
centrifugeur_1,centrifugeur,eur.m,m,centrifuger_1,centrifuger,art,ins,"Pour cette raison, on utilise des centrifugeurs qui fonctionnent en continu; le liquide entre trouble et sort débarrassé de ses impuretés.",Les chercheurs ont centrifugé les unités irradiées ou ont laissé leur contenu se poser de façon naturelle.,y,y,y,y,n,cau,pat,na,na,na,na,na,na,na,na,n
centrifugeuse_1,centrifugeuse,euse,f,centrifuger_1,centrifuger,art,ins,"Pour fabriquer une centrifugeuse à partir de colle thermofusible, vous aurez besoin des outils et du matériel suivants",Les chercheurs ont centrifugé les unités irradiées ou ont laissé leur contenu se poser de façon naturelle.,y,y,y,y,n,cau,pat,na,na,na,na,na,na,na,na,n
cerclage_1,cerclage,age,m,cercler_1,cercler,evt,tsp,"Avant de procéder au cerclage, il faut bien nettoyer la structure et enlever les pointes ou les corps qui peuvent endommager les sangles","Marteau permettant de cercler le tonneau, en frappant avec un coin pour serrer le cercle.",y,y,y,y,n,agt,pat,na,y,y,y,n,pat,agt,na,n
cerclage_2,cerclage,age,m,cercler_1,cercler,art,ins,"Dans la première hypothèse, vous devrez utiliser un cerclage très solide en fil de fer pour maintenir la structure de forme cylindrique.","Marteau permettant de cercler le tonneau, en frappant avec un coin pour serrer le cercle.",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
cerclage_3,cerclage,age,m,cercler_1,cercler,art,res,Un spécialiste des paratonnerres et un ferronnier d’art sont intervenus à près de 80 mètres du sol sur les flèches de la cathédrale pour retirer les coqs et prendre des mesures pour fabriquer un cerclage en fer autour des boules.,"Marteau permettant de cercler le tonneau, en frappant avec un coin pour serrer le cercle.",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
cerclier_1,cerclier,ier,m,cercler_1,cercler,anm,agt,Les cercliers refendent en deux des rames de noisetiers et de frêne pour fabriquer des cercles de tonneau.,"Marteau permettant de cercler le tonneau, en frappant avec un coin pour serrer le cercle.",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
certificat_1,certificat,conv_13,m,certifier_1,certifier,art*cog,ins,"Avant la réunion de la commission, l'intéressé est invité à prendre connaissance de son dossier; il peut présenter des observations écrites et fournir des certificats médicaux.","Pour avoir travaillé dans la pub, je peux certifier à quel point c'est important de pouvoir communiquer sur les évènements,",y,y,n,y,n,agt,tpc,na,na,na,na,na,na,na,na,n
certification_1,certification,ion,f,certifier_1,certifier,art*cog,ins,Les certifications enregistrées dans le répertoire sont reconnues sur l'ensemble du territoire national.,"Pour avoir travaillé dans la pub, je peux certifier à quel point c'est important de pouvoir communiquer sur les évènements,",y,y,n,y,n,agt,tpc,na,na,na,na,na,na,na,na,n
challenge_1,challenge,conv_0,m,challenger_1,challenger,evt,tsp,"Pour la première fois, le challenge a eu lieu à distance, sur une plateforme en ligne dédiée.",L'acheteur doit challenger ses interlocuteurs métiers et les fournisseurs.,y,y,y,n,n,cau,ben,na,y,y,n,n,na,na,na,n
challenger_1,challenger,er,m,challenger_1,challenger,anm,agt,"Or, au sortir du congrès, voilà que l'on annonce officiellement au challenger que sa candidature ne vaut plus tripette.",L'acheteur doit challenger ses interlocuteurs métiers et les fournisseurs.,y,y,y,n,n,cau,ben,na,na,na,na,na,ben,na,na,n
challengeur_1,challengeur,eur.m,m,challenger_1,challenger,anm,agt,Styles profite de cette avantage soudain pour placer des kicks dans les côtes de son challengeur.,L'acheteur doit challenger ses interlocuteurs métiers et les fournisseurs.,y,y,y,n,n,cau,ben,na,na,na,na,na,ben,na,na,n
challengeuse_1,challengeuse,euse,f,challenger_1,challenger,anm,agt,"La semaine prochaine, Angelina Love fera face à Beth Phoenix pour déterminer la deuxième challengeuse.",L'acheteur doit challenger ses interlocuteurs métiers et les fournisseurs.,y,y,y,n,n,cau,ben,na,na,na,na,na,ben,na,na,n
chamaillade_1,chamaillade,ade,f,chamailler_se_1,chamailler,evt,tsp,"Louis aurait vu une ""chamaillade"" qu'il a mimé en tendant ses deux bras devant lui, comme pour figurer ce que ses avocats, Laurent Boguet et Malika Chmani, appellent une empoignade.",Bébé chat se chamaille avec un autre chat peu sociable,n,y,y,n,n,agt,na,agt,y,y,n,n,agt,agt,na,n
chamaille_1,chamaille,conv_0,f,chamailler_se_1,chamailler,evt,tsp,Il lui faudra aussi tenir compte d'un certain manichéisme politique chez les français qui préfèrent la chamaille chiraquienne au bon sens delorien.,Bébé chat se chamaille avec un autre chat peu sociable,n,y,y,n,n,agt,na,agt,y,y,n,n,agt,agt,na,n
chamaillement_1,chamaillement,ment,m,chamailler_se_1,chamailler,evt,tsp,Il se souvient ensuite de «chamaillements» avec le malfaiteur présumé plaqué au sol.,Bébé chat se chamaille avec un autre chat peu sociable,n,y,y,n,n,agt,na,agt,y,y,n,n,agt,agt,na,n
chamaillerie_1,chamaillerie,erie,f,chamailler_se_1,chamailler,evt,tsp,"Par comparaison, les petites polémiques d'aujourd'hui font davantage penser à d'aimables chamailleries de cour de récréation.",Bébé chat se chamaille avec un autre chat peu sociable,n,y,y,n,n,agt,na,agt,y,y,n,n,agt,agt,na,n
chamailleur_1,chamailleur,eur.m,m,chamailler_se_1,chamailler,anm,agt,"“Le 1er mai, ce n’est pas la fête du travail et des ‘chamailleurs’, mais la journée internationale des travailleuses et travailleurs pour la réduction du temps de travail et les droits sociaux”, estime la candidate à la mairie de Paris.",Bébé chat se chamaille avec un autre chat peu sociable,n,y,y,n,n,agt,na,agt,na,na,na,na,na,na,na,n
chamaillis_1,chamaillis,is,m,chamailler_se_1,chamailler,evt,tsp,"Laissons nos adversaires politiques à leur chamaillis, et profitons de cette tribune pour adresser un message d’amitié et de soutien fort à nos cafetiers",Bébé chat se chamaille avec un autre chat peu sociable,n,y,y,n,n,agt,na,agt,y,y,n,n,agt,agt,na,n
chamboulage_1,chamboulage,age,m,chambouler_1,chambouler,evt,tsp,Je prendrai l'exemple du futur chamboulage de la Coupe de Suisse pour des raisons calendaires,"Dans la région de Winthertour, un incident impliquant un véhicule a également chamboulé le trafic ferroviaire pendant plusieurs heures.",y,y,n,y,y,cau,pat,na,y,n,y,n,pat,cau,na,n
chamboulement_1,chamboulement,ment,m,chambouler_1,chambouler,evt*sta,tsp,"Même pour les personnes mieux intégrées, comme les autistes dits ""Asperger"" (sans déficience intellectuelle), le chamboulement des habitudes peut aussi être anxiogène","Dans la région de Winthertour, un incident impliquant un véhicule a également chamboulé le trafic ferroviaire pendant plusieurs heures.",y,y,n,y,y,cau,pat,na,y,n,y,y,pat,cau,na,n
chambouleur_1,chambouleur,eur.m,m,chambouler_1,chambouler,anm,agt,L'aborigène d'il y a plusieurs dizaines de milliers d'années était-il un chambouleur d'écosystèmes aussi efficace que nous?,"Dans la région de Winthertour, un incident impliquant un véhicule a également chamboulé le trafic ferroviaire pendant plusieurs heures.",y,y,n,y,y,cau,pat,na,na,na,na,na,pat,na,na,n
chamboulis_1,chamboulis,is,m,chambouler_1,chambouler,evt*sta,tsp,"Imaginez le chamboulis dans les assurances si, dans quelques dizaines d'années, nous savons à quelle maladie chacun de nous est prédisposé.","Dans la région de Winthertour, un incident impliquant un véhicule a également chamboulé le trafic ferroviaire pendant plusieurs heures.",y,y,n,y,y,cau,pat,na,y,n,y,y,pat,cau,na,n
chancissure_1,chancissure,ure,f,chancir_(se)_1,chancir,nat,res,"Un jour, il a mangé la moisissure venue sur un pot de confiture d'abricots; n'en ayant pas été incommodé, il a mangé le lendemain celle qui recouvrait une confiture de groseilles, et une autre fois la chancissure d'une orange, toujours sans éprouver aucun inconvénient.",Les confitures peu cuites ou peu sucrées se chancissent.,n,y,y,y,n,pat,na,na,na,na,na,na,na,na,na,n
chant_1,chant,conv_0,m,chanter_1,chanter,cog*evt,tsp,"L'homme le ramassa et commença un autre chant, selon lequel les traces de son chariot sur le sol apportaient aux hommes or et générosité.","Jesse dit à son chauffeur qu'il raccompagne Céline devant chez elle mais une fois devant chez elle, il lui demande à ce qu'elle lui chante une chanson.",y,y,y,y,n,agt,res,na,y,y,n,n,agt,na,na,n
chant_2,chant,conv_0,m,chanter_1,chanter,dom,tsp,"La formation en chant lyrique intervient très tardivement par rapport aux instrumentistes, pour des raisons essentiellement physiologiques.","Jesse dit à son chauffeur qu'il raccompagne Céline devant chez elle mais une fois devant chez elle, il lui demande à ce qu'elle lui chante une chanson.",y,y,y,y,n,agt,res,na,y,y,n,n,na,na,na,n
chant_3,chant,conv_0,m,chanter_1,chanter,art*cog,ins,Des semaines avant le professeur avait distribué un chant de l'Odyssée.,"Jesse dit à son chauffeur qu'il raccompagne Céline devant chez elle mais une fois devant chez elle, il lui demande à ce qu'elle lui chante une chanson.",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
chant_4,chant,conv_0,m,chanter_2,chanter,evt*phn,tsp,"Écouter le chant de la rivière, celui des oiseaux, le murmure de la source jaillissante.","Une cascade chante de l'autre côté de la rue éponyme, elle aurait autrefois alimenté un moulin.",n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
chantage_1,chantage,age,m,chanter_faire_3,chanter,evt,tsp,Cette pression familiale devient publique suite à son refus de céder au chantage de sa mère.,House lui suggère de faire chanter son voisin avec ce qu'il sait sur lui mais Wilson rétorque qu'il n'a rien et ne veut rien savoir sur lui.,y,y,y,n,n,agt,ben,na,y,y,n,n,agt,na,na,n
chanterelle_1,chanterelle,elle,f,chanter_1,chanter,anm,agt,"On y place une chanterelle qui, par son chant, attire les mâles, qu'il ne reste plus alors qu'à «tirer».","Jesse dit à son chauffeur qu'il raccompagne Céline devant chez elle mais une fois devant chez elle, il lui demande à ce qu'elle lui chante une chanson.",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
chanterelle_2,chanterelle,elle,f,chanter_2,chanter,art,cau,"N'est -ce pas avec les boyaux de chats que l'on fabrique les meilleures chanterelles, ces cordes à violon sonores entre toutes?","Une cascade chante de l'autre côté de la rue éponyme, elle aurait autrefois alimenté un moulin.",n,y,y,n,n,cau,na,na,na,na,na,na,na,na,na,n
chanterie_1,chanterie,erie,f,chanter_1,chanter,cog*evt,tsp,"en réponse à ses chanteries publiques des psaumes, la communauté va subir des persécutions cruelles, et perdre un grand nombre de ses paroissiens prenant la fuite vers des régions plus sûres comme l’est de la France (Metz) et l’Angleterre","Jesse dit à son chauffeur qu'il raccompagne Céline devant chez elle mais une fois devant chez elle, il lui demande à ce qu'elle lui chante une chanson.",y,y,y,y,n,agt,res,na,y,y,y,n,res,agt,na,n
chanterie_2,chanterie,erie,f,chanter_1,chanter,ist,agt,En 1995 Christian Wagner cède sa place à la tête de la chanterie à Anne-Marie Cabut qui maintient la renommée de l'ensemble vocal.,"Jesse dit à son chauffeur qu'il raccompagne Céline devant chez elle mais une fois devant chez elle, il lui demande à ce qu'elle lui chante une chanson.",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
chanteur_1,chanteur,eur.m,m,chanter_1,chanter,anm,agt,Patrick Hernandez a 73 ans: que devient le chanteur du tube Born to be alive?,"Jesse dit à son chauffeur qu'il raccompagne Céline devant chez elle mais une fois devant chez elle, il lui demande à ce qu'elle lui chante une chanson.",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
chanteuse_1,chanteuse,euse,f,chanter_1,chanter,anm,agt,"La chanteuse Nico, qui fit partie du Velvet Underground en 1966 - 1967, reprit l'hymne national allemand (Das Lied Der Deutschen) sur son album The End, paru en 1974.","Jesse dit à son chauffeur qu'il raccompagne Céline devant chez elle mais une fois devant chez elle, il lui demande à ce qu'elle lui chante une chanson.",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
chapardage_1,chapardage,age,m,chaparder_1,chaparder,evt,tsp,"Avant 1734, la basse rémunération des ouvriers était en partie compensée par le chapardage, connu de tous et accepté car garantissant une certaine harmonie.",Dites lui qu'il ferait bien de surveiller son fils qui vient me chaparder mes cerises au printemps.,y,y,n,y,n,agt,thm,na,y,y,y,n,thm,agt,na,n
chapardage_2,chapardage,age,m,chaparder_1,chaparder,art,res,"Elle ne garde qu'une infime partie de ses chapardages, souvent elle les offre, fière de savoir qu'ils ne lui ont rien coûté…",Dites lui qu'il ferait bien de surveiller son fils qui vient me chaparder mes cerises au printemps.,y,y,n,y,n,agt,thm,na,na,na,na,na,na,na,na,n
chaparderie_1,chaparderie,erie,f,chaparder_1,chaparder,evt,tsp,"Un jour, Harold est témoin d'une petite chaparderie dans l'épicerie du quartier, un ado dérobe une barre chocolatée.",Dites lui qu'il ferait bien de surveiller son fils qui vient me chaparder mes cerises au printemps.,y,y,n,y,n,agt,thm,na,y,y,y,n,agt,na,na,n
chapardeur_1,chapardeur,eur.m,m,chaparder_1,chaparder,anm,agt,"Pour mieux protéger des chapardeurs sa rangée de carottes ou de patates, il couche dans la cabane, se débarbouillant au petit matin à l'eau empoisonnée du puits et allant faire ses besoins dans les sillons du haut.",Dites lui qu'il ferait bien de surveiller son fils qui vient me chaparder mes cerises au printemps.,y,y,n,y,n,agt,thm,na,na,na,na,na,na,na,na,n
chapardeuse_1,chapardeuse,euse,f,chaparder_1,chaparder,anm,agt,"Une complication survient avec l'intrusion de Jenny, une chapardeuse et prostituée à ses heures qui va séduire Amsterdam.",Dites lui qu'il ferait bien de surveiller son fils qui vient me chaparder mes cerises au printemps.,y,y,n,y,n,agt,thm,na,na,na,na,na,na,na,na,n
chapardise_1,chapardise,ise,f,chaparder_1,chaparder,evt,tsp,Pourquoi les Roms seraient -ils condamnés à demeurer des nomades vivant de chapardises ou se nourrissant de résidus de poubelles???,Dites lui qu'il ferait bien de surveiller son fils qui vient me chaparder mes cerises au printemps.,y,y,n,y,n,agt,thm,na,y,n,y,n,agt,na,na,n
